ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8026926	1.10e-01	5.41e-02	1.93	-5.377194	4.32e-02	MAST3	microtubule associated serine/threonine kinase 3
8127841	1.10e-01	5.41e-02	-1.93	-5.37734	-9.03e-02	PGM3	phosphoglucomutase 3
8152900	1.10e-01	5.41e-02	-1.93	-5.377417	-8.25e-02		
8142471	1.10e-01	5.42e-02	-1.93	-5.378333	-3.93e-02	WNT2	Wnt family member 2
7894615	1.10e-01	5.42e-02	-1.93	-5.37863	-1.04e-01		
8060286	1.10e-01	5.42e-02	-1.93	-5.378793	-5.24e-02	DTYMK	deoxythymidylate kinase
8077262	1.10e-01	5.42e-02	-1.93	-5.378793	-5.24e-02	DTYMK	deoxythymidylate kinase
7911197	1.10e-01	5.42e-02	-1.93	-5.378883	-4.35e-02	OR2W5	olfactory receptor family 2 subfamily W member 5 (gene/pseudogene)
8133293	1.10e-01	5.42e-02	-1.93	-5.379005	-4.72e-02	FKBP6	FK506 binding protein 6
7944799	1.10e-01	5.42e-02	-1.93	-5.379594	-4.24e-02	OR10G7///OR10G4///OR10G9///OR10G8	olfactory receptor family 10 subfamily G member 7///olfactory receptor family 10 subfamily G member 4///olfactory receptor family 10 subfamily G member 9///olfactory receptor family 10 subfamily G member 8
8041168	1.10e-01	5.43e-02	-1.93	-5.37978	-1.36e-01	SNORD53	small nucleolar RNA, C/D box 53
7895874	1.10e-01	5.43e-02	-1.93	-5.380099	-1.10e-01		
7899911	1.11e-01	5.43e-02	-1.93	-5.380335	-3.87e-02	C1orf94	chromosome 1 open reading frame 94
8142852	1.11e-01	5.43e-02	-1.93	-5.380868	-3.63e-02	TNPO3	transportin 3
7894035	1.11e-01	5.43e-02	1.93	-5.381225	1.16e-01		
7963555	1.11e-01	5.44e-02	-1.93	-5.381356	-3.61e-02	KRT78	keratin 78
7945989	1.11e-01	5.44e-02	-1.93	-5.381459	-4.67e-02		
8089249	1.11e-01	5.44e-02	-1.93	-5.381824	-4.78e-02	MAMDC2///RPL24	MAM domain containing 2///ribosomal protein L24
8020847	1.11e-01	5.44e-02	-1.93	-5.382067	-5.13e-02	DTNA	dystrobrevin alpha
8007290	1.11e-01	5.44e-02	-1.93	-5.382119	-6.84e-02	MLX	MLX, MAX dimerization protein
8174375	1.11e-01	5.44e-02	-1.93	-5.382218	-3.80e-02	TEX13B	testis expressed 13B
8060255	1.11e-01	5.44e-02	-1.93	-5.382591	-2.51e-02		
7947375	1.11e-01	5.44e-02	-1.93	-5.382674	-3.68e-02	CCDC73///EIF3M	coiled-coil domain containing 73///eukaryotic translation initiation factor 3 subunit M
8155345	1.11e-01	5.44e-02	-1.93	-5.382709	-4.26e-02	FAM74A3///FAM74A4	family with sequence similarity 74 member A3///family with sequence similarity 74 member A4
8015144	1.11e-01	5.45e-02	-1.93	-5.383012	-2.45e-02	KRT39	keratin 39
8019614	1.11e-01	5.45e-02	-1.93	-5.383012	-2.45e-02	KRT39	keratin 39
8177938	1.11e-01	5.45e-02	1.93	-5.383206	4.14e-02	PSORS1C1	psoriasis susceptibility 1 candidate 1
7896402	1.11e-01	5.45e-02	-1.93	-5.383274	-9.82e-02		
8176926	1.11e-01	5.45e-02	-1.93	-5.383793	-2.59e-02	CDY1B///CDY2B///CDY2A///CDY1	chromodomain Y-linked 1B///chromodomain Y-linked 2B///chromodomain Y-linked 2A///chromodomain Y-linked 1
8177405	1.11e-01	5.45e-02	-1.93	-5.383793	-2.59e-02	CDY1B///CDY2B///CDY2A///CDY1	chromodomain Y-linked 1B///chromodomain Y-linked 2B///chromodomain Y-linked 2A///chromodomain Y-linked 1
8043030	1.11e-01	5.45e-02	-1.93	-5.384185	-3.29e-02		
7921677	1.11e-01	5.46e-02	1.93	-5.38529	4.05e-02	CD244	CD244 molecule
8148978	1.11e-01	5.46e-02	-1.93	-5.385372	-9.15e-02	ERICH1	glutamate rich 1
7947607	1.11e-01	5.46e-02	1.93	-5.385504	3.62e-02		
8093152	1.11e-01	5.47e-02	-1.93	-5.385898	-2.81e-02		
7978066	1.11e-01	5.47e-02	-1.93	-5.386087	-4.94e-02	AP1G2	adaptor related protein complex 1 gamma 2 subunit
8100389	1.11e-01	5.47e-02	-1.93	-5.386498	-2.74e-02		
7895304	1.11e-01	5.47e-02	1.93	-5.387044	8.86e-02		
7896134	1.11e-01	5.47e-02	-1.93	-5.387064	-8.20e-02		
8099811	1.11e-01	5.47e-02	1.93	-5.387069	5.34e-02		
7918449	1.11e-01	5.48e-02	1.93	-5.387496	6.92e-02	KCNA2	potassium voltage-gated channel subfamily A member 2
8039316	1.11e-01	5.48e-02	-1.93	-5.388115	-6.14e-02	PPP1R12C	protein phosphatase 1 regulatory subunit 12C
7895493	1.11e-01	5.48e-02	1.93	-5.388553	9.89e-02		
8123342	1.11e-01	5.49e-02	1.93	-5.389013	5.03e-02	FGFR1OP	FGFR1 oncogene partner
8021013	1.12e-01	5.49e-02	-1.93	-5.389507	-3.32e-02		
8141737	1.12e-01	5.49e-02	-1.93	-5.389754	-4.09e-02	MYL10	myosin light chain 10
8142403	1.12e-01	5.49e-02	-1.93	-5.389843	-2.33e-02		
8072122	1.12e-01	5.49e-02	1.93	-5.389906	3.59e-02		
8107518	1.12e-01	5.50e-02	1.93	-5.391251	6.46e-02		
7984227	1.12e-01	5.50e-02	-1.93	-5.39141	-5.03e-02	ANKDD1A	ankyrin repeat and death domain containing 1A
8063476	1.12e-01	5.50e-02	-1.93	-5.391666	-5.01e-02	MC3R	melanocortin 3 receptor
7963304	1.12e-01	5.50e-02	-1.93	-5.39175	-4.55e-02	CELA1	chymotrypsin like elastase family member 1
8013112	1.12e-01	5.50e-02	-1.93	-5.391818	-1.56e-01	RASD1	ras related dexamethasone induced 1
7894373	1.12e-01	5.51e-02	-1.93	-5.391952	-1.10e-01		
7938139	1.12e-01	5.51e-02	-1.93	-5.391962	-4.37e-02	DNHD1	dynein heavy chain domain 1
8159235	1.12e-01	5.51e-02	-1.93	-5.392048	-3.27e-02	LOC401557	uncharacterized LOC401557
7933535	1.12e-01	5.51e-02	-1.93	-5.392673	-3.60e-02		
8093141	1.12e-01	5.52e-02	1.92	-5.393489	4.95e-02	WDR53	WD repeat domain 53
8135931	1.12e-01	5.52e-02	1.92	-5.394299	4.76e-02	LINC01000	long intergenic non-protein coding RNA 1000
8101063	1.12e-01	5.52e-02	1.92	-5.394486	6.01e-02		
7974461	1.12e-01	5.52e-02	-1.92	-5.394767	-5.06e-02	LGALS3	lectin, galactoside binding soluble 3
7926851	1.12e-01	5.52e-02	-1.92	-5.394879	-2.74e-02	WAC	WW domain containing adaptor with coiled-coil
7961175	1.12e-01	5.53e-02	1.92	-5.395091	3.74e-02	KLRC3	killer cell lectin like receptor C3
8087951	1.12e-01	5.53e-02	1.92	-5.395168	2.83e-02	PBRM1	polybromo 1
7941879	1.12e-01	5.54e-02	1.92	-5.396587	4.31e-02	TBC1D10C	TBC1 domain family member 10C
8067585	1.12e-01	5.54e-02	-1.92	-5.396614	-4.81e-02	BHLHE23	basic helix-loop-helix family member e23
7946687	1.12e-01	5.54e-02	1.92	-5.396689	2.70e-02	PTH	parathyroid hormone
8012220	1.12e-01	5.54e-02	-1.92	-5.397374	-4.10e-02	SOX15	SRY-box 15
7968787	1.12e-01	5.54e-02	-1.92	-5.397417	-6.00e-02	OR7E37P///MGC72080	olfactory receptor family 7 subfamily E member 37 pseudogene///MGC72080 pseudogene
7946326	1.12e-01	5.54e-02	-1.92	-5.397692	-3.83e-02	OR5P3	olfactory receptor family 5 subfamily P member 3
8058985	1.12e-01	5.55e-02	1.92	-5.397972	5.64e-02	RNF25	ring finger protein 25
8104580	1.13e-01	5.55e-02	1.92	-5.398382	5.42e-02	OTULIN	OTU deubiquitinase with linear linkage specificity
7933659	1.13e-01	5.55e-02	-1.92	-5.39938	-4.02e-02	CSTF2T	cleavage stimulation factor subunit 2, tau variant
8141498	1.13e-01	5.56e-02	1.92	-5.399498	4.30e-02	ZCWPW1	zinc finger CW-type and PWWP domain containing 1
8130116	1.13e-01	5.56e-02	1.92	-5.399649	3.71e-02	LATS1	large tumor suppressor kinase 1
7909999	1.13e-01	5.56e-02	1.92	-5.399698	3.19e-02		
7911343	1.13e-01	5.56e-02	-1.92	-5.400195	-1.32e-01		
8165703	1.13e-01	5.56e-02	-1.92	-5.400195	-1.32e-01		
7951554	1.13e-01	5.56e-02	-1.92	-5.400449	-3.95e-02	RDX	radixin
7896473	1.13e-01	5.56e-02	-1.92	-5.400646	-3.90e-02		
7914467	1.13e-01	5.56e-02	-1.92	-5.400696	-4.31e-02	SPOCD1	SPOC domain containing 1
7917532	1.13e-01	5.56e-02	1.92	-5.400739	9.63e-02	GBP2	guanylate binding protein 2
8057056	1.13e-01	5.56e-02	-1.92	-5.40081	-5.98e-02	TTN	titin
7892764	1.13e-01	5.56e-02	-1.92	-5.400861	-5.24e-02		
7896233	1.13e-01	5.57e-02	-1.92	-5.401088	-1.48e-01		
7896576	1.13e-01	5.57e-02	-1.92	-5.402265	-1.08e-01		
7898582	1.13e-01	5.57e-02	-1.92	-5.40234	-5.99e-02	RPS14P3///RPS14	ribosomal protein S14 pseudogene 3///ribosomal protein S14
8058824	1.13e-01	5.57e-02	1.92	-5.402363	3.75e-02	MREG	melanoregulin
7892904	1.13e-01	5.58e-02	-1.92	-5.402834	-1.20e-01		
7896598	1.13e-01	5.58e-02	1.92	-5.402984	1.02e-01		
8122176	1.13e-01	5.58e-02	1.92	-5.403024	1.27e-01	TCF21	transcription factor 21
7894279	1.13e-01	5.58e-02	1.92	-5.403042	9.72e-02		
8108182	1.13e-01	5.58e-02	-1.92	-5.403043	-3.96e-02	CATSPER3	cation channel sperm associated 3
8020682	1.13e-01	5.58e-02	1.92	-5.403918	2.95e-02		
8055666	1.13e-01	5.59e-02	1.92	-5.404182	3.20e-02		
7921012	1.13e-01	5.59e-02	1.92	-5.404233	3.92e-02	MIR9-1	microRNA 9-1
7895417	1.13e-01	5.59e-02	1.92	-5.404325	9.41e-02		
7989596	1.13e-01	5.59e-02	1.92	-5.404578	8.23e-02	DAPK2	death associated protein kinase 2
7984016	1.13e-01	5.59e-02	-1.92	-5.404618	-5.21e-02	C2CD4A	C2 calcium dependent domain containing 4A
7985571	1.13e-01	5.59e-02	1.92	-5.404628	4.39e-02	GOLGA2P10	golgin A2 pseudogene 10
8136315	1.13e-01	5.60e-02	-1.92	-5.405568	-4.88e-02	LRGUK	leucine rich repeats and guanylate kinase domain containing
8170319	1.13e-01	5.60e-02	-1.92	-5.405764	-3.19e-02	TMEM257	transmembrane protein 257
8020804	1.13e-01	5.60e-02	-1.92	-5.405977	-3.83e-02		
7925028	1.13e-01	5.60e-02	-1.92	-5.406082	-8.06e-02	FAM89A	family with sequence similarity 89 member A
7894776	1.13e-01	5.60e-02	-1.92	-5.40638	-1.15e-01		
8024089	1.13e-01	5.61e-02	-1.92	-5.40728	-4.62e-02	WDR18	WD repeat domain 18
8172708	1.14e-01	5.61e-02	1.92	-5.407449	3.81e-02	NUDT11	nudix hydrolase 11
7944537	1.14e-01	5.61e-02	-1.92	-5.40757	-3.93e-02	POU2F3	POU class 2 homeobox 3
7902474	1.14e-01	5.61e-02	-1.92	-5.407847	-6.53e-02		
8126296	1.14e-01	5.61e-02	-1.92	-5.408009	-3.86e-02	TREML3P	triggering receptor expressed on myeloid cells like 3, pseudogene
8134415	1.14e-01	5.62e-02	1.92	-5.408525	3.54e-02	SDHAF3	succinate dehydrogenase complex assembly factor 3
8022625	1.14e-01	5.62e-02	1.92	-5.408546	3.27e-02	SS18	SS18, nBAF chromatin remodeling complex subunit
8162419	1.14e-01	5.62e-02	-1.92	-5.408592	-2.56e-02		
8171105	1.14e-01	5.62e-02	1.92	-5.408988	4.21e-02	CRLF2	cytokine receptor-like factor 2
7894160	1.14e-01	5.62e-02	-1.92	-5.409029	-1.75e-01		
8095009	1.14e-01	5.62e-02	1.92	-5.409043	4.26e-02	DCUN1D4	defective in cullin neddylation 1 domain containing 4
7909888	1.14e-01	5.62e-02	1.92	-5.409433	5.63e-02		
8117165	1.14e-01	5.62e-02	1.92	-5.40953	5.58e-02	SOX4	SRY-box 4
8156846	1.14e-01	5.62e-02	-1.92	-5.409778	-4.75e-02		
7953967	1.14e-01	5.63e-02	-1.92	-5.409979	-3.39e-02	PRH2	proline rich protein HaeIII subfamily 2
8062796	1.14e-01	5.63e-02	-1.92	-5.410383	-4.07e-02	GDAP1L1	ganglioside induced differentiation associated protein 1 like 1
7956892	1.14e-01	5.63e-02	-1.92	-5.410486	-3.64e-02		
7894920	1.14e-01	5.63e-02	1.92	-5.410616	1.36e-01		
8150962	1.14e-01	5.63e-02	-1.92	-5.410645	-1.01e-01	TOX	thymocyte selection associated high mobility group box
7939420	1.14e-01	5.64e-02	-1.92	-5.411569	-2.55e-02		
8026877	1.14e-01	5.64e-02	-1.92	-5.411628	-3.51e-02	SLC5A5	solute carrier family 5 member 5
8180370	1.14e-01	5.64e-02	-1.92	-5.411952	-6.58e-02	FAM207A	family with sequence similarity 207 member A
7902754	1.14e-01	5.64e-02	-1.91	-5.412386	-2.89e-02	CLCA3P	chloride channel accessory 3, pseudogene
8007154	1.14e-01	5.64e-02	-1.91	-5.412505	-1.06e-01	FKBP10	FK506 binding protein 10
8176665	1.14e-01	5.65e-02	1.91	-5.412991	3.94e-02		
8177193	1.14e-01	5.65e-02	1.91	-5.412991	3.94e-02		
7932000	1.14e-01	5.65e-02	-1.91	-5.41364	-4.09e-02	KIN	Kin17 DNA and RNA binding protein
7913972	1.14e-01	5.65e-02	-1.91	-5.413702	-3.89e-02		
7949615	1.14e-01	5.65e-02	1.91	-5.413917	8.45e-02	B4GAT1	beta-1,4-glucuronyltransferase 1
8112007	1.14e-01	5.65e-02	-1.91	-5.414029	-9.62e-02	EMB	embigin
7933145	1.14e-01	5.66e-02	-1.91	-5.414723	-3.71e-02		
7896615	1.14e-01	5.66e-02	1.91	-5.414896	8.54e-02		
7896207	1.14e-01	5.66e-02	-1.91	-5.415051	-5.65e-02		
7956856	1.14e-01	5.67e-02	1.91	-5.415909	4.52e-02	MSRB3	methionine sulfoxide reductase B3
7963084	1.14e-01	5.67e-02	-1.91	-5.415937	-3.82e-02	FAM186B	family with sequence similarity 186 member B
7960813	1.15e-01	5.67e-02	-1.91	-5.416986	-2.22e-02		
8121066	1.15e-01	5.67e-02	-1.91	-5.417075	-2.20e-02	SPACA1	sperm acrosome associated 1
8075507	1.15e-01	5.68e-02	1.91	-5.417315	3.47e-02	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1
8106660	1.15e-01	5.68e-02	-1.91	-5.417424	-6.83e-02	RASGRF2	Ras protein specific guanine nucleotide releasing factor 2
8089519	1.15e-01	5.68e-02	1.91	-5.417559	4.76e-02	BTLA	B and T lymphocyte associated
7934613	1.15e-01	5.68e-02	-1.91	-5.417568	-3.29e-02		
8044080	1.15e-01	5.68e-02	1.91	-5.417688	3.33e-02	SLC9A2	solute carrier family 9 member A2
8154130	1.15e-01	5.68e-02	1.91	-5.417734	3.92e-02		
8047443	1.15e-01	5.68e-02	-1.91	-5.417911	-8.97e-02	STRADB	STE20-related kinase adaptor beta
8117598	1.15e-01	5.68e-02	1.91	-5.417973	6.85e-02	HIST1H4J///HIST1H4K	histone cluster 1, H4j///histone cluster 1, H4k
8075160	1.15e-01	5.68e-02	1.91	-5.418107	5.29e-02		
8094122	1.15e-01	5.69e-02	1.91	-5.418755	4.46e-02	USP17L6P	ubiquitin specific peptidase 17-like family member 6, pseudogene
8077635	1.15e-01	5.69e-02	-1.91	-5.419132	-3.13e-02	OGG1	8-oxoguanine DNA glycosylase
7986001	1.15e-01	5.69e-02	1.91	-5.419254	5.03e-02		
8059729	1.15e-01	5.69e-02	-1.91	-5.419534	-3.16e-02		
8148196	1.15e-01	5.69e-02	1.91	-5.419576	5.37e-02		
7905129	1.15e-01	5.69e-02	-1.91	-5.419634	-3.89e-02		
7995739	1.15e-01	5.69e-02	-1.91	-5.419685	-1.28e-01	GNAO1	G protein subunit alpha o1
8155528	1.15e-01	5.69e-02	1.91	-5.419868	4.88e-02		
8132694	1.15e-01	5.70e-02	-1.91	-5.421089	-4.12e-02	IGFBP1	insulin like growth factor binding protein 1
8084607	1.15e-01	5.70e-02	-1.91	-5.421237	-4.36e-02	SENP2	SUMO1/sentrin/SMT3 specific peptidase 2
8115516	1.15e-01	5.70e-02	-1.91	-5.421445	-3.62e-02	SOX30	SRY-box 30
8163328	1.15e-01	5.71e-02	1.91	-5.42177	6.91e-02	PTGR1	prostaglandin reductase 1
8153876	1.15e-01	5.71e-02	-1.91	-5.422171	-3.59e-02	ARHGAP39	Rho GTPase activating protein 39
7956038	1.15e-01	5.71e-02	1.91	-5.422243	6.72e-02	TMEM198B///MMP19///TMEM198B	transmembrane protein 198B (pseudogene)///matrix metallopeptidase 19///transmembrane protein 198B (pseudogene)
7915277	1.15e-01	5.71e-02	1.91	-5.422535	3.81e-02	MYCL	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog
8132984	1.15e-01	5.71e-02	-1.91	-5.422824	-3.27e-02		
8075089	1.15e-01	5.71e-02	-1.91	-5.422919	-5.40e-02	TFIP11	tuftelin interacting protein 11
7948101	1.15e-01	5.71e-02	-1.91	-5.422977	-5.27e-02	OR4A47	olfactory receptor family 4 subfamily A member 47
7927106	1.15e-01	5.72e-02	-1.91	-5.423957	-3.39e-02		
8173179	1.15e-01	5.73e-02	-1.91	-5.424615	-5.22e-02	UQCRBP1	ubiquinol-cytochrome c reductase binding protein pseudogene 1
7969271	1.15e-01	5.73e-02	1.91	-5.424768	4.40e-02	SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone
7998643	1.15e-01	5.73e-02	1.91	-5.424775	1.05e-01	RPL3L	ribosomal protein L3 like
7925531	1.15e-01	5.73e-02	-1.91	-5.425245	-5.36e-02	AKT3	AKT serine/threonine kinase 3
7927669	1.16e-01	5.73e-02	1.91	-5.425677	5.23e-02	TFAM	transcription factor A, mitochondrial
7971241	1.16e-01	5.74e-02	-1.91	-5.42654	-5.92e-02	OR7E37P///MGC72080	olfactory receptor family 7 subfamily E member 37 pseudogene///MGC72080 pseudogene
8144317	1.16e-01	5.74e-02	-1.91	-5.426552	-4.42e-02	KBTBD11	kelch repeat and BTB domain containing 11
7953749	1.16e-01	5.74e-02	-1.91	-5.426654	-6.25e-02	CLEC4D	C-type lectin domain family 4 member D
8028192	1.16e-01	5.75e-02	1.91	-5.427472	4.43e-02		
8178897	1.16e-01	5.75e-02	1.91	-5.427842	7.03e-02	COL11A2	collagen type XI alpha 2 chain
8180105	1.16e-01	5.75e-02	1.91	-5.427842	7.03e-02	COL11A2	collagen type XI alpha 2 chain
8040292	1.16e-01	5.75e-02	1.91	-5.428078	7.40e-02	GREB1	growth regulation by estrogen in breast cancer 1
8096249	1.16e-01	5.75e-02	-1.91	-5.428242	-3.88e-02		
7896562	1.16e-01	5.75e-02	-1.91	-5.4284	-9.42e-02		
8107270	1.16e-01	5.76e-02	-1.91	-5.429066	-4.04e-02	TSLP	thymic stromal lymphopoietin
7995525	1.16e-01	5.76e-02	1.91	-5.429651	5.99e-02	NKD1	naked cuticle homolog 1
8135763	1.16e-01	5.77e-02	-1.91	-5.430494	-3.40e-02	WNT16	Wnt family member 16
7896376	1.16e-01	5.77e-02	1.91	-5.430905	7.19e-02		
7894898	1.16e-01	5.77e-02	-1.90	-5.431481	-9.07e-02		
7943749	1.16e-01	5.77e-02	1.90	-5.431762	5.31e-02	LAYN	layilin
7893215	1.16e-01	5.78e-02	1.90	-5.432272	1.50e-01		
8099805	1.16e-01	5.78e-02	-1.90	-5.432406	-3.32e-02		
7995895	1.16e-01	5.78e-02	1.90	-5.432584	5.94e-02	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1
8168408	1.16e-01	5.78e-02	1.90	-5.43272	3.50e-02		
8139913	1.16e-01	5.78e-02	-1.90	-5.432995	-2.59e-02		
7930120	1.16e-01	5.78e-02	1.90	-5.433051	3.75e-02	SUFU	SUFU negative regulator of hedgehog signaling
7924107	1.16e-01	5.78e-02	-1.90	-5.433088	-5.79e-02	LPGAT1	lysophosphatidylglycerol acyltransferase 1
8068662	1.16e-01	5.79e-02	-1.90	-5.433229	-4.65e-02		
8013633	1.17e-01	5.79e-02	-1.90	-5.434129	-3.92e-02	UNC119	unc-119 lipid binding chaperone
8178771	1.17e-01	5.79e-02	1.90	-5.434173	4.22e-02	AGER	advanced glycosylation end-product specific receptor
8166671	1.17e-01	5.79e-02	-1.90	-5.434398	-3.59e-02	CFAP47	cilia and flagella associated protein 47
7921786	1.17e-01	5.79e-02	-1.90	-5.434522	-4.46e-02	PFDN2	prefoldin subunit 2
7951337	1.17e-01	5.80e-02	-1.90	-5.434664	-5.33e-02		
7964246	1.17e-01	5.80e-02	-1.90	-5.435005	-8.94e-02	SNORD59B	small nucleolar RNA, C/D box 59B
7894809	1.17e-01	5.80e-02	1.90	-5.435188	7.38e-02		
8003503	1.17e-01	5.80e-02	-1.90	-5.435214	-2.97e-02	FANCA	Fanconi anemia complementation group A
8010901	1.17e-01	5.80e-02	-1.90	-5.435778	-8.38e-02	DOC2B	double C2 domain beta
8030978	1.17e-01	5.80e-02	1.90	-5.43594	7.31e-02	ZNF845	zinc finger protein 845
8116012	1.17e-01	5.81e-02	-1.90	-5.436138	-4.06e-02	MXD3	MAX dimerization protein 3
8037408	1.17e-01	5.81e-02	-1.90	-5.436205	-4.16e-02	KCNN4	potassium calcium-activated channel subfamily N member 4
7919872	1.17e-01	5.81e-02	1.90	-5.436962	7.58e-02	FAM63A	family with sequence similarity 63 member A
8098725	1.17e-01	5.81e-02	-1.90	-5.437335	-3.47e-02		
7929288	1.17e-01	5.82e-02	1.90	-5.43779	5.70e-02	EXOC6	exocyst complex component 6
8139889	1.17e-01	5.82e-02	-1.90	-5.438768	-7.86e-02		
8005809	1.17e-01	5.82e-02	-1.90	-5.438925	-6.59e-02	LGALS9	galectin 9
8166438	1.17e-01	5.83e-02	-1.90	-5.438942	-4.66e-02		
7949490	1.17e-01	5.83e-02	-1.90	-5.439039	-4.52e-02	AP5B1	adaptor related protein complex 5 beta 1 subunit
8060205	1.17e-01	5.83e-02	-1.90	-5.439463	-3.82e-02	PASK	PAS domain containing serine/threonine kinase
8165644	1.17e-01	5.83e-02	1.90	-5.439633	5.61e-02		
7896268	1.17e-01	5.83e-02	1.90	-5.439649	7.45e-02		
7894147	1.17e-01	5.84e-02	1.90	-5.440444	8.79e-02		
7929078	1.17e-01	5.84e-02	1.90	-5.440505	5.41e-02	KIF20B	kinesin family member 20B
7906775	1.17e-01	5.84e-02	-1.90	-5.440631	-1.05e-01	HSPA7///HSPA6	heat shock protein family A (Hsp70) member 7///heat shock protein family A (Hsp70) member 6
7893613	1.17e-01	5.84e-02	-1.90	-5.440718	-6.91e-02		
8045887	1.17e-01	5.84e-02	-1.90	-5.440845	-5.96e-02	MGC72080	MGC72080 pseudogene
8170286	1.17e-01	5.84e-02	1.90	-5.440856	2.85e-02		
8081799	1.17e-01	5.84e-02	1.90	-5.441028	3.87e-02	TIGIT	T-cell immunoreceptor with Ig and ITIM domains
7949320	1.17e-01	5.84e-02	-1.90	-5.441063	-4.07e-02	GPHA2	glycoprotein hormone alpha 2
8100553	1.17e-01	5.84e-02	-1.90	-5.441438	-4.10e-02		
8024864	1.17e-01	5.84e-02	1.90	-5.44176	3.26e-02	HDGFRP2	hepatoma-derived growth factor-related protein 2
8070681	1.17e-01	5.85e-02	-1.90	-5.441897	-5.71e-02	LINC00313///LOC102724354///LINC00313	long intergenic non-protein coding RNA 313///uncharacterized LOC102724354///long intergenic non-protein coding RNA 313
7893630	1.17e-01	5.85e-02	-1.90	-5.442062	-1.26e-01		
8048523	1.18e-01	5.85e-02	-1.90	-5.443062	-4.72e-02	DNAJB2	DnaJ heat shock protein family (Hsp40) member B2
8172538	1.18e-01	5.86e-02	-1.90	-5.443462	-4.67e-02	WDR45	WD repeat domain 45
8142821	1.18e-01	5.86e-02	-1.90	-5.443719	-4.21e-02	KCP	kielin/chordin-like protein
8147000	1.18e-01	5.86e-02	1.90	-5.444082	9.25e-02	ZFHX4	zinc finger homeobox 4
8083467	1.18e-01	5.86e-02	-1.90	-5.4445	-2.70e-02		
8176572	1.18e-01	5.87e-02	-1.90	-5.44463	-4.88e-02		
7986534	1.18e-01	5.87e-02	-1.90	-5.444795	-3.86e-02		
7971243	1.18e-01	5.87e-02	1.90	-5.4448	3.38e-02		
7932703	1.18e-01	5.87e-02	1.90	-5.445024	7.22e-02	ACBD5	acyl-CoA binding domain containing 5
7908879	1.18e-01	5.87e-02	1.90	-5.445394	8.56e-02	PPFIA4	PTPRF interacting protein alpha 4
8152374	1.18e-01	5.87e-02	-1.90	-5.445397	-2.10e-02		
8155246	1.18e-01	5.87e-02	1.90	-5.445585	7.67e-02		
8157818	1.18e-01	5.87e-02	-1.90	-5.445707	-4.57e-02	WDR38	WD repeat domain 38
7961022	1.18e-01	5.87e-02	-1.90	-5.445905	-6.65e-02	PTMA///PTMA	prothymosin, alpha///prothymosin, alpha
8173621	1.18e-01	5.87e-02	1.90	-5.445957	3.56e-02	KIAA2022	KIAA2022
7961438	1.18e-01	5.88e-02	-1.90	-5.446047	-2.95e-02		
7921342	1.18e-01	5.88e-02	-1.90	-5.446253	-4.15e-02	LOC729866	uncharacterized LOC729866
7989915	1.18e-01	5.88e-02	1.90	-5.44659	6.90e-02	TIPIN	TIMELESS interacting protein
7893997	1.18e-01	5.88e-02	-1.90	-5.446615	-8.71e-02		
7928363	1.18e-01	5.88e-02	-1.90	-5.446696	-3.25e-02		
8075817	1.18e-01	5.88e-02	-1.90	-5.446799	-4.34e-02		
7903717	1.18e-01	5.88e-02	1.90	-5.447258	5.12e-02	MIR197	microRNA 197
8007707	1.18e-01	5.89e-02	-1.90	-5.447727	-4.13e-02	FAM187A///CCDC103	family with sequence similarity 187 member A///coiled-coil domain containing 103
8146564	1.18e-01	5.89e-02	1.90	-5.44855	5.44e-02	RAB2A	RAB2A, member RAS oncogene family
8161446	1.18e-01	5.89e-02	-1.90	-5.448794	-7.12e-02	FAM27E3	family with sequence similarity 27 member E3
7911096	1.18e-01	5.90e-02	1.90	-5.449363	1.20e-01	EFCAB2	EF-hand calcium binding domain 2
8120961	1.18e-01	5.90e-02	1.90	-5.449653	5.95e-02	MRAP2	melanocortin 2 receptor accessory protein 2
8027543	1.18e-01	5.90e-02	-1.89	-5.449711	-3.04e-02	WDR88	WD repeat domain 88
8038278	1.18e-01	5.90e-02	1.89	-5.450263	6.09e-02	LHB	luteinizing hormone beta polypeptide
7950644	1.18e-01	5.91e-02	1.89	-5.450323	3.85e-02	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2
7975284	1.18e-01	5.91e-02	-1.89	-5.450753	-3.72e-02	RDH12	retinol dehydrogenase 12 (all-trans/9-cis/11-cis)
8017651	1.18e-01	5.91e-02	1.89	-5.450849	4.83e-02	SMURF2	SMAD specific E3 ubiquitin protein ligase 2
7896197	1.18e-01	5.91e-02	1.89	-5.451123	8.21e-02		
7972663	1.19e-01	5.91e-02	1.89	-5.451239	5.03e-02		
7926638	1.19e-01	5.91e-02	-1.89	-5.451625	-3.01e-02	ARMC3	armadillo repeat containing 3
8171182	1.19e-01	5.92e-02	-1.89	-5.452081	-5.72e-02	PRKX	protein kinase, X-linked
8097116	1.19e-01	5.92e-02	-1.89	-5.452263	-7.23e-02		
8076677	1.19e-01	5.92e-02	1.89	-5.452559	4.67e-02	PHF21B	PHD finger protein 21B
